StationID	Y	M	D	TMEAN	TMAX	TMIN	RM	WS	SSD
58321	2011	2	13	0.9	4	-0.9	76	1.5	10.9 
58321	2011	2	14	0.5	3	-0.8	69	3.1	5.8 
58321	2011	2	15	0.8	5.6	-3.9	65	1.9	5.8 
58321	2011	2	16	2.8	3.8	2.3	75	0.9	8.4 
58321	2011	2	17	3.6	8.6	-0.4	77	1.3	9.2 
58321	2011	2	18	3.2	8.2	-1.3	72	1.7	14.0 
58321	2011	2	19	5.9	10.7	2.2	52	1.7	15.4 
58321	2011	2	20	4.5	11.8	-1.2	62	1.1	15.6 
58321	2011	2	21	5.6	12.8	-0.4	67	1.1	15.6 
58321	2011	2	22	7.3	15.2	0.5	57	0.8	13.0 
58321	2011	2	23	10.2	18.7	2.9	59	1.6	12.7 
58321	2011	2	24	14	21.7	6.5	60	1.5	7.5 
58321	2011	2	25	11.5	16	10	61	4.2	6.5 
58321	2011	2	26	7	10.2	5.1	84	2.4	6.6 
58321	2011	2	27	4.5	7.8	2.6	93	2.9	6.6 
